Proteins,LFQ intensity 28a,LFQ intensity 28b,LFQ intensity 28c,LFQ intensity 28d,LFQ intensity 29a,LFQ intensity 29b,LFQ intensity 29c,LFQ intensity 29d,LFQ intensity 30a,LFQ intensity 30b,LFQ intensity 30c,LFQ intensity 30d,LFQ intensity 7a,LFQ intensity 7b,LFQ intensity 7c,LFQ intensity 7d,LFQ intensity CTLa,LFQ intensity CTLb,LFQ intensity CTLc,LFQ intensity CTLd
POLR1E,26.95482392,26.65567309,27.10089232,0,26.08758084,25.75355934,25.4646958,0,26.35514674,26.15992552,27.07612485,0,24.90490432,25.90290519,25.82434815,24.92460884,0,26.5164409,0,0
TARDBP,28.52548252,28.64972467,28.0897743,28.6480451,29.17602755,28.5574235,28.14175285,27.80254969,28.56205413,29.1173608,28.27484313,28.90635597,29.42053339,28.5233153,28.76341415,27.87114778,27.07785721,26.63768465,0,26.81531156
TOP2B,26.81360018,28.9908319,28.23439025,28.41586785,24.43262549,26.25666711,25.41763931,23.77605466,25.16146407,26.41919962,28.6609174,26.40312999,24.89781444,28.18447049,26.95171514,25.45895174,24.53379976,26.05444832,25.61234299,0
SPTBN2,24.52079274,0,23.04325095,23.85737815,25.67405991,23.39309713,23.33114985,30.25586165,24.38515199,0,0,0,26.47622396,23.11125477,23.46076484,25.27852546,0,0,0,0
TCEB3,28.95193742,26.55461602,25.78910176,27.30434659,24.76167175,25.42300483,24.99558913,24.52808634,25.57885429,26.0484739,24.97910696,27.1057952,24.68827166,25.18733365,25.46213877,24.21534221,24.09956869,0,0,0
TCF25,26.00088406,24.58221826,25.03649225,24.8176797,25.37931305,24.24038084,24.89836815,0,26.18150686,25.16710418,25.39875021,23.5149673,25.00795664,25.300302,24.72504833,0,25.24724348,0,0,0
TECR,28.04176475,26.76281247,26.97825606,26.88378563,28.92877628,0,0,25.87084217,29.19551846,24.40568008,27.68999168,26.3705766,28.66746302,27.52954661,25.94398081,26.41475555,26.89296038,0,0,26.66248019
TEFM,26.34421462,25.54489394,25.74878249,24.75159432,24.40470606,24.62956474,24.40691291,0,25.45434624,25.14798463,24.87398924,24.85014562,24.22530689,25.05303992,24.00487469,23.65501791,0,25.57925723,0,0
SEC61B,24.88422829,25.50978273,25.68179988,25.54179616,24.5143052,24.13977366,24.88026285,24.90738215,25.26967203,25.14534354,26.15647707,25.55663445,24.8865093,25.408663,25.53703327,0,0,23.95810308,0,0
TFIP11,27.30565168,27.38541534,25.65157336,28.26078188,29.69474773,27.98060027,28.72188448,28.18919213,27.40665345,24.85238587,26.2890502,26.27632607,30.21280315,28.88666628,28.80331983,30.05439656,24.62962032,0,0,0
THOC1,24.91131957,26.06862118,24.49978313,24.94006442,29.12531568,26.1180097,26.39155749,26.24717103,25.51968352,23.83267681,26.03506621,26.37540725,28.75190711,26.48396101,26.52935298,23.1709055,25.30709461,24.98276663,0,0
CHD3,27.45599275,25.69977937,25.23377793,26.43015454,25.55955471,24.1552228,0,24.43383551,25.59892143,25.05225228,26.83400398,25.99899217,24.86235321,26.23075827,25.15425723,25.21386009,25.01843724,25.11374439,0,0
THOC2,26.41133267,26.01064795,25.71421302,26.29202064,30.49809835,26.69537848,26.91991242,23.87060704,26.18144999,25.75732876,26.6945817,25.21804316,29.87072167,27.19741799,27.65246262,26.25423586,23.87492733,26.86372425,23.44442752,0
SNIP1,0,23.77836273,25.35063547,25.39424261,24.45757476,25.41612565,25.91542864,0,0,23.35002841,0,24.95406955,24.85600105,25.43761824,24.70461544,24.93858462,0,0,0,0
ELAC2,24.86074411,26.12549798,0,0,23.36011299,22.76249316,0,24.39047548,28.2279342,25.81689888,27.38121248,26.31548018,24.84685044,24.89221928,23.63610859,23.33429075,25.29757598,0,0,0
GTF3C3,27.09083445,27.75881599,26.61960902,26.11996949,25.87077163,25.84878548,25.36676376,24.67422158,27.06342553,27.31872429,27.67566237,26.1002106,24.83146923,27.54591033,25.62658801,25.52510162,0,26.42625618,0,0
TMED9,24.59821156,21.99061229,23.5068809,0,24.53587716,0,0,23.89106054,24.96252256,22.98659065,23.56767112,0,24.81377141,0,23.85614357,22.64152084,26.50342737,25.10813071,0,0
PISD,24.68346071,24.31388998,24.63173082,23.22787913,23.94225891,23.80203193,24.54716143,0,24.35413798,24.77801174,26.48646434,24.29354742,24.81068616,24.45475412,24.40989328,0,0,0,0,0
THOC3,25.97202269,26.44567504,26.51951856,24.61189293,28.09234761,27.15073709,26.60257881,0,25.03199964,26.88634649,25.15930965,24.59781388,28.25858221,26.56891798,26.77705862,24.97980475,24.22920021,26.40249583,0,0
MRPL22,27.04218237,28.46322295,28.3087791,27.57650637,25.43526712,28.08334622,27.66349849,25.56836717,25.712561,27.2345273,29.06586653,27.78081727,24.78331761,27.71901409,26.54567471,27.50225918,0,0,0,0
MEX3C,23.74868014,24.87932822,23.9573947,0,24.64570416,24.26040503,0,0,25.33599489,24.18623819,0,0,24.77936509,23.88864739,24.26627985,0,24.74206309,24.35729641,0,0
SRP9,31.74683177,30.40912448,30.42151685,30.56147156,30.31796999,30.34540802,29.41538435,30.06907209,31.04635202,29.98250553,29.92719441,30.50483705,30.23808601,30.66517712,30.15170502,31.18795419,29.21238573,28.13951021,27.71594168,27.60349878
DDX24,29.23331624,29.3730396,29.53565843,30.00034685,26.77743493,27.40080336,27.39803255,25.23662709,27.67377694,28.54833794,28.51480181,29.15865499,24.76298983,28.27315411,28.44316311,27.99485578,23.21694119,25.56124575,0,0
RAD21,24.42790308,24.95761611,24.55637133,0,24.35514674,25.25461432,25.54680829,0,24.59080814,25.14872172,24.4710376,0,24.75373784,25.40174748,24.69216212,0,25.8493106,24.93138822,0,0
REXO4,28.31345755,26.50236542,27.25799806,25.53100539,24.8398531,24.30632986,24.52235021,0,26.07773499,24.62254431,26.47433735,24.98862887,24.74185742,25.3655295,25.63161982,24.97000475,23.98867221,0,0,24.53682583
NFX1,24.85171893,24.45738689,23.19682542,23.59422982,0,23.18251499,23.81802117,0,24.26083571,23.27497639,24.85585852,23.31589473,24.72858155,23.48824322,23.43122315,0,0,0,0,0
C12orf23,24.50524605,24.76354712,24.47054121,24.42758344,24.29094917,24.6477364,24.47969689,23.89744518,24.75261544,23.99464002,25.65296857,24.79322624,24.72333056,25.34495956,25.2576025,24.79728947,0,24.02656464,26.27061685,0
EXOSC6,26.71423923,28.68935858,28.5927766,26.03487736,24.31471987,28.10878876,27.56725042,23.24471282,24.79049447,28.04832838,27.4617798,26.00829867,24.71512999,27.46404139,27.18527426,25.3392952,0,27.29762845,25.77728442,29.26423175
SRBD1,27.28392103,27.67734372,27.64718743,28.04103361,25.93163619,26.65020419,25.77944024,26.71148487,25.04209886,25.65367934,27.52020826,27.24090849,24.71114348,26.86230591,25.96842352,26.89481147,0,0,0,0
HUWE1,24.25515481,24.03699523,24.29249464,0,24.65518174,0,0,24.33790115,26.60583147,23.6177329,0,0,24.70482648,25.97500057,22.05626064,0,25.65381599,24.95229299,0,0
CISD2,24.73412371,24.43961685,24.51304034,25.87956194,24.87858008,0,24.03464652,0,25.42544003,0,25.22486547,0,24.7046682,24.26026145,24.24176325,0,24.72239273,0,0,24.80203193
NAT10,27.64402679,27.59363162,27.76401558,28.86785315,0,26.32314728,0,27.96823674,24.99649452,25.44565926,27.73097972,28.72572447,24.70334853,26.9280703,26.49786621,28.18527426,0,0,0,0
SURF4,26.99593411,23.67033641,0,26.31710315,27.81256013,0,0,25.10073195,27.9431872,24.09964895,25.45879533,0,27.21057548,23.92904164,0,23.58749278,0,24.74627279,0,0
TMOD1,0,25.85711708,23.71826947,27.7409187,24.96428657,23.91670464,23.74827066,30.45669782,25.82885741,0,0,21.64750586,25.01299342,0,24.6015024,26.79141391,24.88571834,0,0,0
THOC5,25.64757173,26.0006692,0,25.71659593,29.53851041,25.74260282,26.0905922,0,25.94681634,22.70182677,24.88255014,0,29.29408229,25.70596032,27.05196198,25.94944595,24.6693094,25.20116282,0,0
THOC6,22.94683419,26.53523942,25.8418935,0,28.00329907,27.5346014,26.70516936,0,24.40275603,26.90437608,24.73737692,0,27.74342488,27.06373409,27.28065072,23.36599664,24.30354554,25.43806261,24.29893963,0
TP53BP1,24.22199297,24.15112434,23.34921859,0,23.70819899,23.69604212,24.76830065,0,0,24.03002182,24.32669994,0,24.68442418,24.65878111,25.91727391,23.50554894,25.96941199,26.64732469,25.68610871,0
MRPL42,26.21955792,25.81335553,25.00680168,25.46288764,24.8942564,25.86891296,24.57369249,23.46051489,24.83793008,25.55306371,27.44805655,25.55417685,24.6685522,25.39040987,0,25.86731117,0,0,0,0
CDK5RAP1,25.47935769,25.00470327,0,0,24.96939003,25.08363027,25.88576488,24.62081181,26.82213686,24.83494433,24.75358484,0,24.64740704,25.01094668,26.08790451,26.15971384,24.07103806,0,0,26.50007197
THRAP3,30.08195054,30.48855353,31.15478596,30.85437594,31.67724289,31.20966951,31.63313495,30.04843233,27.71181304,29.30699904,29.29065921,29.55755132,31.96612683,31.29504631,31.79559991,32.38373258,28.67175409,30.20466479,28.52682605,30.03747708
EIF2A,27.92660076,28.49537497,26.28362083,28.67670504,25.64633611,27.91416292,26.38467455,30.62296315,25.36779705,27.72260119,27.78986046,30.39968346,24.61324271,28.49335292,24.38284563,28.80045284,24.28559751,0,0,0
AURKB,24.85989151,23.90738215,25.44720534,24.3836368,24.60941504,23.56406946,24.28340888,24.11044253,24.47010673,23.782268,25.06763688,26.77341592,24.5845139,23.99731319,0,0,0,24.49063204,0,0
MAP4K4,28.18290895,25.85771035,26.38584318,27.62860562,25.17691211,25.73724796,0,28.53871391,26.59548241,26.01524999,26.50083179,25.35339777,24.5785952,25.70596032,25.92669124,26.18408263,26.64897082,28.00185055,0,27.07347134
PAICS,26.04705966,25.55683906,24.78551433,0,25.60952776,24.77876376,25.76139277,24.38185606,25.71300697,24.65490869,26.32885815,0,24.56395313,26.05312281,27.07663458,23.99584787,26.45561657,27.57036647,28.01419665,0
TIAL1,27.04113808,25.59926204,26.47483244,0,27.74233298,27.21335953,27.04019757,23.82590131,27.00688726,26.37679866,23.86683972,0,28.00142108,26.64044553,26.90506505,26.26241376,24.22051767,0,0,0
ARF4,23.28121692,27.16134874,22.96891565,22.64189563,24.06685717,24.59109359,0,0,24.61475971,26.75519057,21.8596925,0,24.55724819,25.22942028,24.42758344,23.04560237,0,25.93199681,24.91342122,0
NCAPH2,25.370959,23.95455772,0,24.75445165,24.86905421,23.81450502,24.04176475,0,25.22099731,24.30410284,24.46973422,25.36989469,24.55326883,23.64350393,0,24.3803374,24.43351719,25.48523626,0,0
TOE1,28.45775478,25.4872007,25.60580322,26.61414187,27.00174319,24.31465073,25.89968237,26.19887963,29.18205649,24.78710985,25.5513337,25.74937087,26.68391576,25.88222361,26.08531312,26.55105495,0,23.80410187,0,0
EZR,25.18461236,24.98771853,0,24.30319713,23.58817934,24.8624478,0,26.7292301,25.54371462,0,24.76212814,0,24.53201675,26.04888959,25.71573225,0,26.77190591,25.96007142,0,0
NCAPD3,24.69689114,0,0,25.42351784,24.24263567,0,0,24.4661905,24.78835512,0,25.3624894,0,24.5149673,24.29270526,0,24.96088893,25.09960882,24.48049834,0,0
KPNA4,25.08537391,22.07643071,24.77981592,24.44417473,24.44170766,24.77801174,23.59741609,23.01251611,24.42335754,25.14086596,23.84124568,23.92705309,24.51261847,24.11386359,24.82148011,24.24981309,23.84345186,24.59075104,24.74611899,0
TOMM70A,24.06019192,24.15375488,0,0,24.01205569,23.84880935,0,24.75378884,24.40963436,24.02276062,0,24.90651081,24.70239762,23.80479119,0,24.70888307,24.54220958,0,0,0
TPM1,24.78516508,25.96651056,0,29.82420245,27.13457391,28.01201305,0,32.75374103,27.11703872,24.04551905,0,22.91358557,25.44679532,25.16430606,0,29.19683198,26.39767359,22.75462494,0,0
NCKAP1,25.15271097,23.83557089,0,24.59383105,24.58422714,0,0,24.836149,24.22354042,0,24.31174388,23.64438442,24.48166888,24.44953709,23.67055252,23.86872461,24.94592386,0,0,0
TICAM1,25.56433117,24.1586935,24.60574671,25.60308841,23.67465262,24.53658872,24.72775098,0,24.21207954,24.99204835,25.79255619,0,0,27.30599951,24.39669414,0,0,0,0,0
NUDT16L1,22.61112749,22.55154493,24.40236571,0,23.95455772,0,23.61245549,0,23.0434846,21.51426908,23.1434374,0,24.478895,22.07470072,25.3634255,23.44430113,23.4867712,0,0,23.65064246
UACA,22.95905883,24.60461612,27.87742204,25.11898003,26.01030648,24.6793856,27.6547858,32.30203803,25.99284795,25.55929213,24.41041098,27.67687314,24.47271166,24.07300136,28.86800039,26.15957912,26.47117718,24.52294879,0,0
AP3S1,0,27.12356542,23.12004862,0,0,27.74675971,23.20193305,0,0,27.98625428,24.82691967,0,24.46687505,27.79364796,23.29740106,26.32144509,0,23.85071793,0,0
ZNF574,24.68981844,24.40438124,24.06241709,24.31968921,23.90361784,24.8358118,0,0,25.59326117,25.18029314,23.77856326,24.82172339,24.44360578,24.96305199,0,0,0,0,0,0
HSPA4L,25.63120348,25.12403894,25.27508299,24.08440097,24.54126444,25.63236892,24.39014743,25.46696838,24.63721478,25.83711202,24.86348796,24.1176729,24.44158103,26.20050818,25.73321873,24.33912527,25.542859,26.63256306,25.04660181,0
PNO1,26.75085355,24.5168917,25.56946858,27.10239497,24.85989151,25.98661234,24.38238392,27.72929493,24.08310271,25.76539477,26.09204511,27.71685755,24.43942662,26.12628603,25.03745613,26.48933093,24.60540763,0,0,26.00084109
TIMM13,27.04853626,28.37090081,27.47745974,25.75862541,26.81641066,28.77483013,27.80513572,26.30591256,26.2873425,28.39994824,27.29824049,26.40060795,26.76167175,28.42233924,28.04999059,26.19447147,25.829535,25.8398531,26.43273698,0
KIF23,24.64063859,23.91013032,24.41577116,24.55771563,23.83711202,23.9794559,24.30730311,25.37464472,24.51532832,24.34921859,23.64427439,0,24.39401358,24.06792404,0,24.54138262,0,24.49612965,24.92592201,0
YY1,24.7494476,0,25.17979978,23.13822742,24.26356035,23.47171986,24.91570216,0,24.30876174,24.5963927,24.67033641,0,24.38725745,23.99817445,24.52635596,0,25.42476755,0,25.22232471,0
TIMM50,28.85221916,27.08669037,27.35262352,27.16086808,29.96306302,26.86573119,26.92445027,25.90449093,29.58233313,27.55997765,28.14233731,27.46357376,29.69471453,27.40438124,27.31241921,27.15431518,27.62491613,26.73169192,26.9502695,26.77705862
TJP2,22.70260898,23.06498414,0,0,26.94670481,24.95038076,0,24.52462349,22.22576288,23.18352998,22.62377256,23.88427488,25.0665698,0,23.80823285,23.73686102,0,0,0,0
FAM133B,23.88408852,25.03653417,25.69115054,25.16939994,23.76840162,25.05577261,24.73670622,24.03615684,24.86414949,25.33132073,0,0,24.37198929,24.58755001,0,24.04735094,24.78521497,25.72538644,0,0
ENY2,22.41879764,23.29291585,24.53777388,22.4414164,23.81636183,24.92641979,24.18789993,21.76352686,24.20179848,23.47827786,22.7688458,22.64423038,24.36839669,24.10637444,24.72452801,22.38669191,0,24.26112276,25.91008456,0
CENPV,24.85808992,24.47147181,23.03247896,24.44770982,0,0,25.56075031,0,0,0,0,24.26756625,24.36452798,23.48505195,24.78086732,24.29305622,23.87801872,0,0,0
RBMX2,24.95082569,26.94937915,27.82674999,26.7951354,24.5144858,26.32635707,25.63297901,23.85813736,23.4388558,26.01947688,25.46291884,25.62421894,24.35729641,26.39072146,26.44947412,25.38393338,0,0,0,0
SDAD1,27.75264096,29.32107085,28.62376559,29.67781414,26.45571062,27.76331916,26.56696021,27.15971384,27.53741844,28.33883633,28.57333133,29.37683178,24.35541562,28.17707374,26.98413662,27.80839244,30.50037974,24.71779898,0,26.85804248
TOR1AIP1,24.91670464,25.15900161,24.13641356,24.07185643,25.47047915,24.2128959,0,0,25.12427564,25.26813761,24.95633149,0,25.06529648,25.02331071,24.42374223,0,25.47367182,24.40645883,0,0
NUP93,24.53338392,25.45710504,0,0,24.02512875,23.64559423,23.20599425,0,24.49838372,25.18854146,24.01818252,0,24.34658353,25.4678391,23.37861872,0,0,23.85699839,0,0
PTPMT1,23.79491238,25.13375118,24.2859502,0,24.47258772,22.99610657,24.13727386,0,24.37245434,23.23796206,24.73412371,24.41280292,24.30047657,0,23.81264581,23.37597061,0,0,0,0
TSPYL1,25.70701424,0,25.13021987,24.2127475,24.34766516,24.92777652,0,0,26.21977946,24.49521484,25.29792576,24.36939553,24.28284353,0,25.0227183,0,0,0,0,0
NAF1,25.45186509,24.97259247,25.47116167,24.79034531,24.53949064,25.28647908,23.69954111,26.09174254,24.74483671,25.11342647,23.4790184,24.96049128,24.28001347,23.45199082,24.88488038,25.48068322,0,0,0,0
BPTF,26.2333391,25.66692827,26.11096019,24.07202005,24.68056642,25.23593358,24.82318218,0,25.5030937,25.64295334,26.15042722,0,24.27653906,26.52065788,25.35853772,23.23966728,24.51647096,24.33285771,0,0
PAK1IP1,27.83364215,27.20265804,27.88907695,27.77956548,25.88108016,26.4935209,26.68845842,25.0232684,25.97864885,26.48520554,27.66363421,27.3426558,24.27277158,26.42633617,26.88133693,27.22306162,27.25006619,0,0,0
NOC4L,27.713125,26.25706292,26.16739135,28.00688726,24.5315409,25.27923423,25.26209112,26.46992049,24.79783367,25.15880905,25.82810684,27.32397186,24.2642765,27.31458158,25.78494051,28.89061418,0,23.51965353,25.30712936,23.02037165
ZNF146,24.91026759,23.10447206,24.22898012,23.78016647,24.24495955,23.4379674,25.05034357,0,24.05639296,24.45406379,24.6991704,24.00898249,24.26033324,24.02749299,24.9861132,0,0,0,0,0
CHCHD1,27.58017781,24.02538224,27.18253014,25.5753959,23.98111222,24.24590256,25.16840556,0,26.06790353,24.36773041,0,0,24.25911223,0,24.49228352,25.18120353,0,0,0,0
LSG1,26.90598316,25.48566621,25.373384,24.22942028,24.43224317,24.98849886,24.90053481,0,25.0085124,25.61537729,25.23968913,24.59057974,24.25075294,25.37467788,24.37152409,23.66035982,24.03498228,0,0,0
SACM1L,23.57403911,24.68987175,22.10232689,26.91900314,24.40112899,21.62729519,0,27.20293822,24.34034835,23.03177254,23.46898889,28.09113721,24.24945145,25.30917823,22.29139894,27.34197752,0,24.27653906,0,31.0640683
TUBA1C,25.21552737,24.66470595,0,25.83274923,24.13875864,24.83233879,0,24.4680567,23.93093725,24.09490628,26.43620485,25.24832979,24.24437893,25.20784189,25.34904982,24.38870316,0,0,0,0
MRPL34,25.24601133,22.91389596,25.6094714,24.48345367,23.90875689,0,24.71387228,0,24.28220725,0,25.6433663,27.0964755,24.24190869,24.07120177,24.05705437,25.86606148,0,0,0,0
TMA16,27.49579429,27.49243634,28.50066466,27.48200755,25.23147258,27.17655074,27.45881097,25.99543818,25.77981592,27.54355238,27.92053722,25.84352374,24.2278057,27.94061336,27.46248205,24.51050728,24.5149673,26.32330193,27.04437294,0
SNRNP35,24.73003389,24.06200528,26.18266274,0,24.60053862,25.32913197,25.58646233,24.42072612,23.57542476,24.51008467,24.45895174,24.06184052,24.22560109,22.03109943,24.86452737,25.58660549,0,0,0,0
TRA2A,28.89466694,29.66468561,30.24263567,28.77981592,30.67134918,31.46421671,31.89619824,29.85150449,27.43610952,29.15704114,29.05989806,28.1842813,30.52533316,31.56932551,32.2291727,31.5438842,0,26.60399391,27.15102754,0
NOP9,25.68016398,26.01316385,25.84090966,24.25537095,23.53777388,24.18812639,24.61745267,25.83776169,24.43338983,24.89993585,26.54876418,25.95945246,24.22007479,25.95120377,25.20638931,24.4590143,26.00333124,26.02265481,0,0
CUL5,24.20426366,24.29333693,25.93150094,25.10381604,24.87441146,24.82725896,0,0,24.98559217,22.9406828,25.88860094,24.82929304,24.20583023,24.42387043,25.27045645,25.16606989,27.00034685,26.87923473,0,0
TRA2B,31.63987653,31.12780183,32.56190396,30.64486916,33.7317607,33.12966057,33.5466234,31.99789326,30.06303973,30.45375774,31.02630607,29.71450127,33.51934609,32.74901196,33.38984701,33.55064222,26.40311373,28.37703871,29.31005852,25.1694764
SCFD1,23.99662382,24.61307406,0,23.28036753,24.39047548,23.60388075,0,23.4432896,24.2350571,24.0543241,23.45538141,23.19094652,24.20202276,23.93562045,23.71313811,0,25.50312404,25.76083464,0,0
NDUFA5,23.85090865,25.52898056,24.53273022,0,24.28086307,25.09208544,0,0,24.93912291,25.15853943,24.91319293,0,24.18631377,24.89115328,24.48326914,0,0,0,0,0
TRIM25,31.5618812,27.65874026,27.1786416,27.25223375,29.62416664,26.57773123,26.97618126,27.3688629,30.37119171,26.780567,26.59320417,27.97940138,29.53363641,27.80008249,27.1414118,26.91547423,28.70223246,27.204245,24.07553334,27.15634205
MAP1S,24.25255861,25.31975811,24.66041423,23.85109935,24.07308311,24.65943458,0,23.16705056,24.0123115,23.73686102,24.26284384,24.87647386,24.15877054,25.63505692,25.50793954,23.8634407,25.59166432,25.06467995,24.52426479,0
MRPS18A,27.21141126,26.53179371,27.69258783,29.00136739,24.88320299,27.19140597,26.35136025,26.16773587,25.74167744,26.93505837,28.24008963,29.35098105,24.15730622,25.59477085,26.02527662,28.82459701,0,0,0,0
MTERFD1,25.22033316,27.91359242,28.02295106,26.59860913,22.86960966,27.75760853,27.17540899,23.25839351,24.81401599,28.57899102,28.12799857,27.37856912,24.14234705,26.71017141,27.06393977,27.13055375,0,0,0,0
CDK2AP1,24.27163229,23.05911931,24.83364215,24.52832485,0,24.09812335,24.87815908,23.45123627,23.87932822,25.184234,22.15847779,24.20351708,24.12368381,22.4314017,23.38745467,23.45148783,24.71732834,24.11989036,0,0
TRIM56,27.31440871,23.64339383,22.41619654,25.03178936,26.08367084,0,0,23.08756061,25.50506428,23.57945866,0,24.44852923,24.10213463,22.43336436,0,23.15977158,0,0,0,0
TRIP4,26.47224684,25.70959312,24.88502007,0,25.75327878,25.56819319,0,26.21174544,26.07453333,25.47667205,24.64449445,24.82468805,25.67284678,25.59804114,25.35306119,0,24.23322937,0,0,0
TROVE2,32.70439859,31.77262179,30.13369239,30.28294955,32.12755587,31.84146165,31.92121142,31.35704676,32.57181351,32.19615778,31.52285715,30.97096746,32.31772746,32.43086637,31.65292414,32.84163036,26.17869858,25.6696338,23.55987557,27.34511188
KRI1,26.89099099,28.54613119,28.12173894,28.33278943,24.22457112,28.82702268,27.08770222,25.6250834,24.94561136,28.66742918,25.27245124,27.6480794,24.06043933,28.91105093,26.4406468,27.82596195,23.25954329,0,0,0
MAP7D3,24.7905939,0,24.90196211,0,23.24712031,23.85547836,0,23.76597641,24.47035502,23.93885379,23.92025326,0,24.0582111,0,24.1217093,23.41982648,23.5809541,0,0,0
RPUSD3,26.12240069,26.62268393,27.27861407,26.7135839,25.40765858,25.70740927,25.74278269,0,25.73575123,26.12356542,27.76951181,27.08658915,24.0543241,25.93613738,25.55900031,26.55654675,0,0,0,27.22527011
GPATCH4,27.87625135,27.89463803,29.14494016,28.52503439,23.48025179,27.53021664,26.82687119,0,26.11032304,27.48669449,27.98506008,28.43312714,24.05349573,27.40754513,27.80248806,24.69667893,0,24.1828332,24.0619229,0
CDK2,24.05473811,24.89383995,24.90545532,23.89467272,25.1656483,23.76536947,0,23.50324538,24.64019727,24.54498235,25.63773992,23.68656293,24.03288247,24.91547423,24.37252077,0,25.3624894,0,0,0
SRP72,26.22848478,29.0772715,26.49559608,28.08567781,24.79342471,28.40523374,26.35339777,26.24445152,24.19151893,29.37011094,26.64663825,28.0717337,23.96322842,29.33515585,27.09022874,28.03920414,24.8799358,25.44679532,25.40824188,0
ATP6V1H,23.28954276,24.1562263,0,0,24.33442715,23.91369513,0,23.29179236,24.33510899,24.77796159,0,0,23.93373099,23.98111222,0,23.65610971,24.22574817,24.2641333,0,0
KIFC1,26.59363162,24.95300388,0,23.86985436,22.25629278,23.75123675,0,0,24.20895827,24.11537265,24.28947241,23.95020274,23.92569568,24.94015406,23.83286993,23.11626146,0,0,0,0
AKAP3,0,25.17942015,0,28.37951963,24.31679251,23.87342609,23.54557161,27.40527432,0,24.49570281,0,28.20312497,23.92424638,23.8508133,0,27.88104514,24.5315409,0,0,0
AP3B1,25.74396411,28.04666425,27.04437294,24.70893568,24.41396513,28.43384347,23.26456287,25.29838034,24.19940396,29.54215053,26.09623419,23.31077363,23.91716008,29.54476868,25.56566808,22.95453997,27.14150925,24.8406696,23.41918354,0
ATP5J,23.10897615,23.23239516,0,23.22489491,22.66457575,22.5227453,0,23.70038807,23.37756006,0,23.34732724,23.026801,23.91688683,0,0,23.2073802,24.26513542,0,0,0
NOP14,26.04061565,25.31101625,24.83547451,28.17840416,23.12933962,25.31361324,0,26.51243763,22.51265464,24.22000096,25.55815372,27.00281639,23.9013177,26.89180224,24.7380473,29.28771238,22.27863888,0,0,0
NUFIP1,24.93701347,25.07157005,24.8196786,23.0346801,24.16353851,24.11147766,0,0,24.70319009,24.71858304,24.32333629,0,23.87670803,24.95699609,0,0,0,0,0,0
PHF10,26.48933093,26.31870705,25.76154494,0,24.36225528,26.16384558,24.57299899,0,24.48222302,26.03580038,25.81731374,0,23.87239308,26.22835633,25.34796922,24.62226501,23.82502786,24.93755234,0,0
PARN,24.52856333,25.39093461,24.63870679,23.86069676,22.61232049,24.85367125,0,23.19500868,24.94926782,25.40629663,24.88096343,24.7188443,23.87060704,25.27806457,24.08431987,27.19102939,0,0,0,25.45164503
GART,23.84297254,26.39866868,24.14055396,0,0,26.32695704,25.45895174,21.78696034,24.27227325,27.64498945,26.08642717,0,23.85109935,26.65649164,26.65526364,21.44773504,27.02178687,27.12474892,27.29395079,0
CAND1,25.00260181,22.84596088,23.87060704,21.68594302,24.14794583,23.29291585,0,0,22.63719266,22.75360524,23.48603463,0,23.81558031,27.17274139,22.31013568,0,28.50070265,26.99215643,0,0
EIF2B1,23.290668,0,23.64844975,0,22.96868718,23.37464472,0,23.97596269,23.79550702,23.22169803,24.04285033,0,23.80370782,23.72577646,23.37994096,22.94016302,0,0,0,0
PELP1,25.55039452,26.58806494,26.07046493,25.63713184,0,25.30159332,25.61492817,24.81044102,0,25.47753694,27.18688046,0,23.79362315,24.8420614,25.72481421,26.48626485,0,26.02413545,25.61944111,0
IPO5,26.60681996,24.17622734,21.14177038,0,24.21534221,0,0,22.44052958,24.43096803,23.45813823,23.93120785,0,23.78885292,26.54271143,22.48318302,22.69410874,27.29517772,23.79322624,0,0
NAA50,23.89282145,26.10833015,24.53771465,24.14351525,23.71313811,23.32937153,24.45913941,0,23.78994749,24.01852213,24.94895605,25.07810161,23.75938759,25.07165188,25.18131728,24.35359969,26.90907747,27.37119171,26.85102784,0
FLNB,22.9499891,21.03965806,25.04955445,24.47140978,22.59270248,22.10728477,24.40269098,28.32435823,22.70914609,0,22.82948661,0,23.75266648,22.75851358,23.0690393,20.79487273,29.56079767,28.90124288,24.94766369,0
TUBB,32.05733718,31.87100086,32.03888374,31.81951264,33.11040457,32.35746631,31.05232484,31.95705423,32.75094936,32.9949805,32.48120886,31.58154322,33.32281216,32.6075256,32.32913625,31.80854588,31.79691521,32.23837079,32.13497775,31.16955525
TRRAP,28.45575765,0,0,28.11500546,28.1858886,0,0,26.39104937,27.89394407,0,27.89706429,26.8046435,27.264187,23.86551883,0,26.13247698,28.32663137,0,0,0
PRKCI,23.73200259,22.64875693,23.64328372,23.34881351,0,23.37650062,0,23.12609694,24.25003003,0,24.5143654,23.70704058,23.69444886,24.2210342,0,24.07830524,24.21778439,0,0,0
CEP97,23.42162519,24.42451129,0,23.75877788,24.03263029,23.22617462,0,0,24.1727986,26.82941403,27.52238015,23.8000578,23.68431716,24.23066666,0,24.35964394,0,0,0,0
ANKHD1,24.45048133,24.82055529,22.79825899,0,23.26927966,23.63655117,0,0,24.36912924,23.83585997,23.62377256,0,23.66046864,23.89421013,23.82609534,0,0,0,0,0
